"","X1","X2","X3","X4"
"53",6.30331183731941,8.59771956296142,8.59771956296142,7.86444230864521
"54",8.39208247614218,8.94295209937285,8.94295209937285,8.12750116073559
"55",9.06558040098286,9.18535295392508,9.18535295392508,8.50692877328966
"56",6.04906959483836,9.12932160532182,9.12932160532183,7.7930236107824
"57",7.88780882799885,8.64570066710054,8.64570066710054,8.9043563693915
"58",0.621370101726879,8.96025142158286,8.96025142158285,8.70211939775216
"59",3.51766077630781,8.52418360969813,8.52418360969813,9.06591526832981
"60",1.5179928279204,9.27241870407358,9.27241870407358,8.68552176857363
"61",1.17571102832821,9.37488912499997,9.37488912499997,8.54033889106531
"62",1.51072584526169,7.97169246028368,7.97169246028368,7.72101681173336
"63",2.95094642910072,9.48050587618244,9.48050587618244,9.27406484661718
"64",7.38543525821857,8.89907751362586,8.89907751362586,6.70830627941262
"65",8.57609519972752,8.02428267301572,8.02428267301572,4.38326858278305
"66",8.95302854358016,8.64998517168185,8.64998517168185,4.41938090765004
"67",7.26230489192931,9.02028204828247,9.02028204828247,8.67103925941704
"68",6.37900028136262,8.83651524023327,8.83651524023327,8.12791501732542
"69",9.243472074244,9.19215345747383,9.19215345747382,4.25406764494712
"70",7.88387222854315,9.17894881754558,9.17894881754558,8.7688388213323
"71",7.69768491510804,9.08062587811852,9.08062587811852,8.13935828215582
"72",5.89408706529013,9.38097582446843,9.38097582446844,8.4816570782031
"73",5.83866446623788,8.23222822008285,8.23222822008285,8.44647397249801
"74",1.56211252479652,9.07551756484222,9.07551756484223,8.85778123269404
"75",0.396010732303785,8.70880743139422,8.70880743139422,8.45074214077579
"76",7.77981190854695,8.8361245194176,8.8361245194176,8.57268475439702
"77",3.68077498215976,8.5338037365234,8.53380373652339,8.00191812836524
"78",7.26480623249659,8.07573476468393,8.07573476468393,7.39124361158919
"79",5.4172842013153,8.60460235632667,8.60460235632667,8.34348983818133
"80",1.00505352809728,9.15602003504488,9.15602003504488,8.09052526933194
"81",4.15702666556658,9.25856408547703,9.25856408547703,7.44670970884115
"82",8.70647135239912,7.3812887892101,7.3812887892101,4.98446047446421
"83",6.28428857034982,9.1313493158489,9.1313493158489,8.73752828336892
"84",4.17388553580528,9.4398729499856,9.4398729499856,8.69824197672894
"85",4.5763180574121,8.23499138860723,8.23499138860723,8.12166181241287
"86",6.17092973235722,8.12255386028428,8.12255386028428,8.74278737774621
"87",4.78238866786057,8.42399168385735,8.42399168385736,8.31341397106332
"88",5.67002949524459,8.43109418647038,8.43109418647038,5.18398815806755
"89",8.2212929182886,8.83917038008632,8.83917038008632,6.20225858224641
"90",8.25628453498625,9.61269623186619,9.61269623186619,6.31103785662986
"91",8.73275650949838,8.79912400570361,8.79912400570361,8.87700909717265
"92",6.95957910738391,8.92179038108399,8.92179038108399,9.03183147826742
"93",5.51943035645971,8.66020206967554,8.66020206967554,9.06129918847296
"94",8.01456914465806,8.94592616855695,8.94592616855695,7.96574935247227
"95",7.48314280084014,9.32584026725064,9.32584026725064,6.56577802111294
"96",7.51040124496103,9.11169810024326,9.11169810024325,9.06246031235052
"97",6.66161038859613,8.89652425669669,8.89652425669669,8.78146144913863
"98",8.43859946370215,9.04512379861622,9.04512379861621,6.88311808698374
"99",4.18394227858891,8.87748564204565,8.87748564204565,8.60639819117411
"100",8.3257367188378,8.49561776370392,8.49561776370392,2.26010025780575
